Interaction_ID,Agent_Name,Competence_Score
1,safety_agent_competence,0.5
1,economic_agent_competence,0.5
1,weather_agent_competence,0.5
1,flight_info_agent_competence,0.5
1,integration_agent_competence,0.5
2,safety_agent_competence,0.5
2,economic_agent_competence,0.5
2,weather_agent_competence,0.5
2,flight_info_agent_competence,0.5
2,integration_agent_competence,0.5
3,safety_agent_competence,0.5
3,economic_agent_competence,0.5
3,weather_agent_competence,0.5
3,flight_info_agent_competence,0.5
3,integration_agent_competence,0.5
4,safety_agent_competence,0.5
4,economic_agent_competence,0.5
4,weather_agent_competence,0.5
4,flight_info_agent_competence,0.5
4,integration_agent_competence,0.5
5,safety_agent_competence,0.5
5,economic_agent_competence,0.5
5,weather_agent_competence,0.5
5,flight_info_agent_competence,0.5
5,integration_agent_competence,0.5
6,safety_agent_competence,0.5
6,economic_agent_competence,0.5
6,weather_agent_competence,0.5
6,flight_info_agent_competence,0.5
6,integration_agent_competence,0.5
7,safety_agent_competence,0.5
7,economic_agent_competence,0.5
7,weather_agent_competence,0.5
7,flight_info_agent_competence,0.5
7,integration_agent_competence,0.5
8,safety_agent_competence,0.5
8,economic_agent_competence,0.5
8,weather_agent_competence,0.5
8,flight_info_agent_competence,0.5
8,integration_agent_competence,0.5
9,safety_agent_competence,0.5
9,economic_agent_competence,0.5
9,weather_agent_competence,0.5
9,flight_info_agent_competence,0.5
9,integration_agent_competence,0.5
10,safety_agent_competence,0.5
10,economic_agent_competence,0.5
10,weather_agent_competence,0.5
10,flight_info_agent_competence,0.5
10,integration_agent_competence,0.5
11,safety_agent_competence,0.5
11,economic_agent_competence,0.5
11,weather_agent_competence,0.5
11,flight_info_agent_competence,0.5
11,integration_agent_competence,0.5
12,safety_agent_competence,0.5
12,economic_agent_competence,0.5
12,weather_agent_competence,0.5
12,flight_info_agent_competence,0.5
12,integration_agent_competence,0.5
13,safety_agent_competence,0.5
13,economic_agent_competence,0.5
13,weather_agent_competence,0.5
13,flight_info_agent_competence,0.5
13,integration_agent_competence,0.5
14,safety_agent_competence,0.5
14,economic_agent_competence,0.5
14,weather_agent_competence,0.5
14,flight_info_agent_competence,0.5
14,integration_agent_competence,0.5
15,safety_agent_competence,0.5
15,economic_agent_competence,0.5
15,weather_agent_competence,0.5
15,flight_info_agent_competence,0.5
15,integration_agent_competence,0.5
16,safety_agent_competence,0.5
16,economic_agent_competence,0.5
16,weather_agent_competence,0.5
16,flight_info_agent_competence,0.5
16,integration_agent_competence,0.5
17,safety_agent_competence,0.5
17,economic_agent_competence,0.5
17,weather_agent_competence,0.5
17,flight_info_agent_competence,0.5
17,integration_agent_competence,0.5
18,safety_agent_competence,0.5
18,economic_agent_competence,0.5
18,weather_agent_competence,0.5
18,flight_info_agent_competence,0.5
18,integration_agent_competence,0.5
19,safety_agent_competence,0.5
19,economic_agent_competence,0.5
19,weather_agent_competence,0.5
19,flight_info_agent_competence,0.5
19,integration_agent_competence,0.5
20,safety_agent_competence,0.5
20,economic_agent_competence,0.5
20,weather_agent_competence,0.5
20,flight_info_agent_competence,0.5
20,integration_agent_competence,0.5
21,safety_agent_competence,0.5
21,economic_agent_competence,0.5
21,weather_agent_competence,0.5
21,flight_info_agent_competence,0.5
21,integration_agent_competence,0.5
22,safety_agent_competence,0.5
22,economic_agent_competence,0.5
22,weather_agent_competence,0.5
22,flight_info_agent_competence,0.5
22,integration_agent_competence,0.5
23,safety_agent_competence,0.5
23,economic_agent_competence,0.5
23,weather_agent_competence,0.5
23,flight_info_agent_competence,0.5
23,integration_agent_competence,0.5
24,safety_agent_competence,0.5
24,economic_agent_competence,0.5
24,weather_agent_competence,0.5
24,flight_info_agent_competence,0.5
24,integration_agent_competence,0.5
25,safety_agent_competence,0.5
25,economic_agent_competence,0.5
25,weather_agent_competence,0.5
25,flight_info_agent_competence,0.5
25,integration_agent_competence,0.5
26,safety_agent_competence,0.5
26,economic_agent_competence,0.5
26,weather_agent_competence,0.5
26,flight_info_agent_competence,0.5
26,integration_agent_competence,0.5
27,safety_agent_competence,0.5
27,economic_agent_competence,0.5
